Id,Label,Source,Target,Type,Weight,edge_weight_raw,edge_visual_weight,edge_confidence_rank,edge_visual_opacity,edge_type,original_edge_type,is_ambiguous_assignment,is_ambiguous_association,raw_account_count,fractional_account_count,shared_video_count,shared_video_context_count,verified_direct_interaction_count,temporal_mass_comment_count,temporal_pair_count,hcc_account_count,hcc_comment_count
E000195,Ambiguous: HCC_50 -> MASS_HCC_50_Ambiguous_Community_Mass_Association_Positive,HCC_50,MASS_HCC_50_Ambiguous_Community_Mass_Association_Positive,Directed,20.128210678210678,20.128210678210678,3.0506091464620924,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,82,20.128210678210678,83,83.0,0,0,0,0.0,0.0
E000196,Observed: HCC_50 -> MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Negative,HCC_50,MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Negative,Directed,2.0,2.0,1.0986122886681098,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,2,2.0,2,2.0,0,2,5,0.0,0.0
E000197,Observed: HCC_50 -> MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Neutral,HCC_50,MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Neutral,Directed,7.0,7.0,2.0794415416798357,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,7,7.0,7,7.0,0,7,19,0.0,0.0
E000198,Ambiguous: HCC_52 -> MASS_HCC_52_Ambiguous_Community_Mass_Association_Negative,HCC_52,MASS_HCC_52_Ambiguous_Community_Mass_Association_Negative,Directed,112.46822899322899,112.46822899322899,4.731522876971825,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,342,112.46822899322899,347,347.0,0,8,8,0.0,0.0
E000199,Ambiguous: HCC_52 -> MASS_HCC_52_Ambiguous_Community_Mass_Association_Neutral,HCC_52,MASS_HCC_52_Ambiguous_Community_Mass_Association_Neutral,Directed,529.8252078434122,529.8252078434122,6.274432791615677,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,2120,529.8252078434122,2178,2178.0,0,16,16,0.0,0.0
E000200,Ambiguous: HCC_52 -> MASS_HCC_52_Ambiguous_Community_Mass_Association_No_text,HCC_52,MASS_HCC_52_Ambiguous_Community_Mass_Association_No_text,Directed,47.983333333333334,47.983333333333334,3.8914801041968166,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,151,47.983333333333334,151,151.0,0,2,2,0.0,0.0
E000201,Ambiguous: HCC_52 -> MASS_HCC_52_Ambiguous_Community_Mass_Association_Positive,HCC_52,MASS_HCC_52_Ambiguous_Community_Mass_Association_Positive,Directed,118.87106782106783,118.87106782106783,4.786416730338735,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,332,118.87106782106783,334,334.0,0,23,23,0.0,0.0
E000202,Observed: HCC_52 -> MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Negative,HCC_52,MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Negative,Directed,6.0,6.0,1.9459101490553132,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,6,6.0,6,6.0,0,6,6,0.0,0.0
E000203,Observed: HCC_52 -> MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Neutral,HCC_52,MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Neutral,Directed,37.0,37.0,3.6375861597263857,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,37,37.0,44,44.0,0,45,49,0.0,0.0
E000204,Observed: HCC_52 -> MASS_HCC_52_Observed_Community_Mass_Temporal_Association_No_text,HCC_52,MASS_HCC_52_Observed_Community_Mass_Temporal_Association_No_text,Directed,6.0,6.0,1.9459101490553132,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,6,6.0,6,6.0,0,6,8,0.0,0.0
