username_norm,username,mass_network_position,shared_hcc_video_count,n_hcc_accounts_shared_video,direct_reply_with_hcc_count,mass_replies_to_hcc_count,hcc_replies_to_mass_count,temporal_after_hcc_count,associated_hcc_count,mass_exposure_score,min_minutes_after_hcc,median_minutes_after_hcc,associated_hcc_ids,primary_associated_hcc,association_basis,mass_exposure_level,associated_hcc_brand_context
19maret92,19maret92,Outside LCN,1,12,0,0,0,0,2,1,,,49;150,49,Shared video context,Shared-Video Exposure,Daviena
19rais0423,19rais0423,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
19ye.o,19ye.o,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
1_j.u.l.i,1_j.u.l.i,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
1borusilaban,1borusilaban,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
1ccccoc,1ccccoc,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
1chloaengene,1chloaengene,Outside LCN,2,25,0,0,0,0,4,2,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
1dontknowhoiam8,1dontknowhoiam8,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
1july1998,1july1998,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
1loveeniki,1loveeniki,Outside LCN,1,23,0,0,0,0,4,1,,,45;48;54;204,45,Shared video context,Shared-Video Exposure,Maryame
1luvelyaa,1luvelyaa,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
1mh419,1mh419,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
1nirina,1nirina,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
1persent__,1persent__,Outside LCN,1,18,0,0,0,2,5,5,4.333333333333333,5.733333333333333,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
1tralalatrilili1,1tralalatrilili1,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
1urgirls_,1urgirls_,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
1user244,1user244,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
1wnthppy2026,1wnthppy2026,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
1yn_s,1yn_s,Outside LCN,1,18,0,0,0,1,5,3,47.55,47.55,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
200206mira,200206mira,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
201019rr,201019rr,Outside LCN,1,18,0,0,0,3,5,7,9.883333333333333,10.35,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
2013_alexander,2013_alexander,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
2017.1112candra,2017.1112candra,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
2026_kya,2026_kya,Outside LCN,1,22,0,0,0,0,4,1,,,2;17;20;50,2,Shared video context,Shared-Video Exposure,Maryame
20_07_ahmad,20_07_ahmad,Outside LCN,1,15,0,0,0,0,3,1,,,1;15;182,1,Shared video context,Shared-Video Exposure,Daviena
20geminijuni,20geminijuni,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
210476alfrsky,210476alfrsky,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
210501nf,210501nf,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
211moon_,211moon_,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
2147838534,2147838534,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
2160997393,2160997393,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
2165365241,2165365241,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
2177032172,2177032172,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
2179207032,2179207032,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
220718la,220718la,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
234555isma,234555isma,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
234ghofur,234ghofur,Outside LCN,1,23,0,0,0,0,5,1,,,2;20;49;63;114,2,Shared video context,Shared-Video Exposure,Maryame
23dwi23,23dwi23,Outside LCN,1,14,0,0,0,0,3,1,,,52;74;114,52,Shared video context,Shared-Video Exposure,Daviena
23oktober312,23oktober312,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
24.lilis,24.lilis,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
240996ndy,240996ndy,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
2417.enccccaaaaaaaaa,2417.enccccaaaaaaaaa,Outside LCN,1,11,0,0,0,0,2,1,,,17;132,17,Shared video context,Shared-Video Exposure,Maryame
2426isdar,2426isdar,Outside LCN,1,22,0,0,0,0,4,1,,,2;17;20;50,2,Shared video context,Shared-Video Exposure,Maryame
25.yuli3,25.yuli3,Outside LCN,1,18,0,0,0,1,5,3,11.516666666666667,11.516666666666667,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
25_13.3,25_13.3,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
25juni_,25juni_,Outside LCN,1,18,0,0,0,1,5,3,0.9833333333333333,0.9833333333333333,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
25sa20sa,25sa20sa,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
26.mall,26.mall,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
2612ddbw,2612ddbw,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
26_aquarius96,26_aquarius96,Outside LCN,1,22,0,0,0,0,4,1,,,2;17;20;50,2,Shared video context,Shared-Video Exposure,Maryame
26lofty,26lofty,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
26miftahuljannah3,26miftahuljannah3,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
26novvvvvv,26novvvvvv,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
277.gallery_,277.gallery_,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
27sagitarian,27sagitarian,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
27sap9,27sap9,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
28.0889,28.0889,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
2823oet,2823oet,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
28paintingcustom,28paintingcustom,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
28shareenat,28shareenat,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
291295irma,291295irma,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
2929flow___,2929flow___,Outside LCN,1,15,0,0,0,1,4,3,20.2,20.2,50;54;63;103,103,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
29nonaaa,29nonaaa,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
2h_444,2h_444,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
2putrifashion,2putrifashion,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
2rt_maxxboy,2rt_maxxboy,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
2tasya2,2tasya2,Outside LCN,1,15,0,0,0,0,3,1,,,1;15;182,1,Shared video context,Shared-Video Exposure,Daviena
30224380473,30224380473,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
30328941241,30328941241,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
30471651849,30471651849,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
30625419993,30625419993,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
30september97,30september97,Outside LCN,1,18,0,0,0,1,5,3,56.53333333333333,56.53333333333333,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
31820808129,31820808129,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
31837319417,31837319417,Outside LCN,2,40,0,0,0,0,8,2,,,1;15;16;87;134;181;182;183,15,Shared video context,Shared-Video Exposure,The Originote
31907469337,31907469337,Outside LCN,2,40,0,0,0,0,10,2,,,14;16;34;52;63;75;103;134;150;181,14,Shared video context,Shared-Video Exposure,Daviena
31925923665,31925923665,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
31_7leo,31_7leo,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
31miliksuami,31miliksuami,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
321izasri.com,321izasri.com,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
33ee66,33ee66,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
340_111,340_111,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
371efi,371efi,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
3adiamond,3adiamond,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
3canza,3canza,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
3imhagdna,3imhagdna,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
3kaamelia,3kaamelia,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
3kha_mom,3kha_mom,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
3lis_sofia07,3lis_sofia07,Outside LCN,1,12,0,0,0,0,2,1,,,49;150,49,Shared video context,Shared-Video Exposure,Daviena
3m24_0515,3m24_0515,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
3nuuyyy,3nuuyyy,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
3p_gemini92,3p_gemini92,Outside LCN,1,14,0,0,0,0,3,1,,,52;74;114,52,Shared video context,Shared-Video Exposure,Daviena
3putri.cell1,3putri.cell1,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
3rtinddd_,3rtinddd_,Outside LCN,1,18,0,0,0,0,4,1,,,5;17;99;134,5,Shared video context,Shared-Video Exposure,The Originote
3yyyuuuttt,3yyyuuuttt,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
4.mei7,4.mei7,Outside LCN,1,18,0,0,0,1,5,3,47.916666666666664,47.916666666666664,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
41.syah,41.syah,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
411yusuf1,411yusuf1,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
444zxyaa,444zxyaa,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
4aayyuw_,4aayyuw_,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
4alonica,4alonica,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
4astrophil3,4astrophil3,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
4ayau,4ayau,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
4ciiekepooo,4ciiekepooo,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
4givememylord,4givememylord,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
4hmadrdi,4hmadrdi,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
4kkuu4,4kkuu4,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
4l_inn,4l_inn,Outside LCN,1,24,0,0,0,0,6,1,,,14;15;17;18;49;191,14,Shared video context,Shared-Video Exposure,Daviena
4lf4hr1,4lf4hr1,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
4lln3w,4lln3w,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
4machaa,4machaa,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
4maretberkurangumurnya,4maretberkurangumurnya,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
4n4k_k05t,4n4k_k05t,Outside LCN,1,18,0,0,0,2,5,5,0.11666666666666667,1.5166666666666666,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
4nd4n4r1,4nd4n4r1,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
4nj3lii,4nj3lii,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
4nn4pl4tk,4nn4pl4tk,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
4r3253,4r3253,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
4raamlasmndi,4raamlasmndi,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
4rl33ta,4rl33ta,Outside LCN,1,18,0,0,0,1,5,3,42.8,42.8,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
4rreum,4rreum,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
4rxelio,4rxelio,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
4urpage20,4urpage20,Outside LCN,1,18,0,0,0,5,5,11,0.05,2.65,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
4vakent,4vakent,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
4whosdayahhh,4whosdayahhh,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
505.gitaaa,505.gitaaa,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
535.sy18,535.sy18,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
558vie,558vie,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
57.72,57.72,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
5tp.iki.cyakkk,5tp.iki.cyakkk,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
606.raa,606.raa,Outside LCN,1,24,0,0,0,0,6,1,,,14;15;17;18;49;191,14,Shared video context,Shared-Video Exposure,Daviena
606am_,606am_,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
62say8,62say8,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
654only_,654only_,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
6a5h83,6a5h83,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
6dinasti90,6dinasti90,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
6fswe9,6fswe9,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
6tasya_10,6tasya_10,Outside LCN,1,19,0,0,0,0,4,1,,,1;17;52;113,1,Shared video context,Shared-Video Exposure,Daviena
7.a691,7.a691,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
739253hsur,739253hsur,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
73n91,73n91,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
74n3181,74n3181,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
777infinity888,777infinity888,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
77zirz77,77zirz77,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
78907fuiim,78907fuiim,Outside LCN,1,23,0,0,0,0,4,1,,,45;48;54;204,45,Shared video context,Shared-Video Exposure,Maryame
79arfiani,79arfiani,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
79ryna,79ryna,Outside LCN,1,18,0,0,0,0,4,1,,,63;75;113;117,63,Shared video context,Shared-Video Exposure,Maryame
7umriani,7umriani,Outside LCN,1,18,0,0,0,2,5,5,0.75,2.15,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
805580y5,805580y5,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
80o5s,80o5s,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
821kejora,821kejora,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
888.cookies,888.cookies,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
88kissme,88kissme,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
88virgo87,88virgo87,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
899.wiz,899.wiz,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
8flo.rin,8flo.rin,Outside LCN,1,18,0,0,0,1,5,3,50.68333333333333,50.68333333333333,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
8malaukk,8malaukk,Outside LCN,1,24,0,0,0,0,6,1,,,14;15;17;18;49;191,14,Shared video context,Shared-Video Exposure,Daviena
8sukamakan8,8sukamakan8,Outside LCN,2,26,0,0,0,0,7,2,,,1;14;45;63;74;150;206,1,Shared video context,Shared-Video Exposure,Daviena
9090b51,9090b51,Outside LCN,1,15,0,0,0,0,3,1,,,1;15;182,1,Shared video context,Shared-Video Exposure,Daviena
90gino0,90gino0,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
911.littlesecret,911.littlesecret,Outside LCN,1,15,0,0,0,1,4,3,59.1,59.1,50;54;63;103,103,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
911.nbl,911.nbl,Outside LCN,1,16,0,0,0,0,4,1,,,50;63;75;206,50,Shared video context,Shared-Video Exposure,Maryame
911lllll_,911lllll_,Outside LCN,1,21,0,0,0,0,5,1,,,52;60;75;103;168,52,Shared video context,Shared-Video Exposure,Daviena
92rul10,92rul10,Outside LCN,1,19,0,0,0,0,4,1,,,1;17;52;113,1,Shared video context,Shared-Video Exposure,Daviena
93_anchie,93_anchie,Outside LCN,1,15,0,0,0,0,3,1,,,1;15;182,1,Shared video context,Shared-Video Exposure,Daviena
94_pandha,94_pandha,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
95my_0714,95my_0714,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
96myme,96myme,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
98ratna5,98ratna5,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
991226nh,991226nh,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
99langi,99langi,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
9iena_8019,9iena_8019,Outside LCN,1,19,0,0,0,0,4,1,,,1;17;52;113,1,Shared video context,Shared-Video Exposure,Daviena
9n.megaaaa,9n.megaaaa,Outside LCN,2,34,0,0,0,0,7,2,,,15;16;20;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
