username_norm,username,mass_network_position,shared_hcc_video_count,n_hcc_accounts_shared_video,direct_reply_with_hcc_count,mass_replies_to_hcc_count,hcc_replies_to_mass_count,temporal_after_hcc_count,associated_hcc_count,mass_exposure_score,min_minutes_after_hcc,median_minutes_after_hcc,associated_hcc_ids,primary_associated_hcc,association_basis,mass_exposure_level,associated_hcc_brand_context
mazayaarthaya,mazayaarthaya,Outside LCN,1,23,0,0,0,0,5,1,,,2;20;49;63;114,2,Shared video context,Shared-Video Exposure,Maryame
mazfarid.g4nteng,mazfarid.g4nteng,Outside LCN,1,11,0,0,0,2,3,5,0.6666666666666666,0.725,1;52;60,52,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mazx_gaming,mazx_gaming,Outside LCN,1,17,0,0,0,0,3,1,,,2;3;150,2,Shared video context,Shared-Video Exposure,Maryame
mb.nana15,mb.nana15,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mba.fatt,mba.fatt,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
mba.lin87,mba.lin87,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mba.mba.gabud,mba.mba.gabud,Outside LCN,1,18,0,0,0,4,5,9,13.883333333333333,30.3,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mba_aya1,mba_aya1,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
mba_dar08,mba_dar08,Outside LCN,1,17,0,0,0,0,4,1,,,34;42;46;74,34,Shared video context,Shared-Video Exposure,Daviena
mba_fatha,mba_fatha,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
mba_m94,mba_m94,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
mba_vitaa,mba_vitaa,Outside LCN,1,25,0,0,0,0,5,1,,,3;45;54;134;204,3,Shared video context,Shared-Video Exposure,Maryame
mbaaaajawaaa,mbaaaajawaaa,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
mbaajawaayu,mbaajawaayu,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbaakviaaa,mbaakviaaa,Outside LCN,1,13,0,0,0,0,2,1,,,5;205,5,Shared video context,Shared-Video Exposure,The Originote
mbaamooy,mbaamooy,Outside LCN,2,43,0,0,0,1,8,4,55.88333333333333,55.88333333333333,2;17;20;45;48;50;113;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
mbaayu438,mbaayu438,Outside LCN,1,7,0,0,0,1,2,3,20.483333333333334,20.483333333333334,54;87,54,Temporal association after HCC comment,Temporal-Context Exposure,Azarine
mbacat22,mbacat22,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbaemazha,mbaemazha,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mbag_m0r3n4,mbag_m0r3n4,Outside LCN,2,42,0,0,0,0,7,2,,,5;16;46;48;99;150;191,5,Shared video context,Shared-Video Exposure,The Originote
mbahlah123,mbahlah123,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mbaima911,mbaima911,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mbak.admin.valmar,mbak.admin.valmar,Outside LCN,1,18,0,0,0,1,5,3,19.2,19.2,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
mbak.tulip2325,mbak.tulip2325,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbak.yanti2938,mbak.yanti2938,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
mbak.yayank,mbak.yayank,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbak_annisa8,mbak_annisa8,Outside LCN,1,8,0,0,0,1,3,3,29.533333333333335,29.533333333333335,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mbak_is16,mbak_is16,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
mbak_succi,mbak_succi,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbak_yhu0,mbak_yhu0,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbakana_30,mbakana_30,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mbakchaishaq,mbakchaishaq,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mbakdesa02,mbakdesa02,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
mbaker027,mbaker027,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbakgatul0,mbakgatul0,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbakglow1,mbakglow1,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
mbakhiii_,mbakhiii_,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mbakjaya86,mbakjaya86,Outside LCN,1,8,0,0,0,1,3,3,36.166666666666664,36.166666666666664,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mbakkotim6,mbakkotim6,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mbakmia31,mbakmia31,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mbakni45,mbakni45,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
mbakpis91,mbakpis91,Outside LCN,1,25,0,0,0,0,4,1,,,17;54;132;180,17,Shared video context,Shared-Video Exposure,Maryame
mbakpup,mbakpup,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbakryaaaaaa,mbakryaaaaaa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbakshop_id,mbakshop_id,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
mbaksyfah,mbaksyfah,Outside LCN,1,18,0,0,0,1,5,3,4.016666666666667,4.016666666666667,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
mbaktata_natuna,mbaktata_natuna,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mbakwie87,mbakwie87,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mbakyas13_,mbakyas13_,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbaliora,mbaliora,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mbalutfi,mbalutfi,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mbamia90,mbamia90,Outside LCN,1,11,0,0,0,0,2,1,,,17;132,17,Shared video context,Shared-Video Exposure,Maryame
mbanande,mbanande,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbasin8,mbasin8,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mber0704,mber0704,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbhanifah,mbhanifah,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mbk.dee,mbk.dee,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
mbk.nopi12,mbk.nopi12,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mbk.riri.n,mbk.riri.n,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
mbk_rismha,mbk_rismha,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
mbkhanna1204,mbkhanna1204,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mbkmeyda22,mbkmeyda22,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
mbktik14,mbktik14,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
mbok.isna,mbok.isna,Outside LCN,1,19,0,0,0,0,4,1,,,1;17;52;113,1,Shared video context,Shared-Video Exposure,Daviena
mboknyanoel,mboknyanoel,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
mbotbeauty,mbotbeauty,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
mbpii876,mbpii876,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
mbrr01_,mbrr01_,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
mbulandt57,mbulandt57,Outside LCN,1,18,0,0,0,2,5,5,11.65,13.05,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
mbvee14,mbvee14,Outside LCN,1,8,0,0,0,1,3,3,0.9666666666666667,0.9666666666666667,14;20;34,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
mc.collecttion,mc.collecttion,Outside LCN,2,33,0,0,0,0,8,2,,,14;34;45;48;75;113;134;150,150,Shared video context,Shared-Video Exposure,Maryame
mccartneiy,mccartneiy,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
mcdflrry_,mcdflrry_,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mcflurry.z,mcflurry.z,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
mchaitaa,mchaitaa,Outside LCN,1,17,0,0,0,0,4,1,,,34;42;46;74,34,Shared video context,Shared-Video Exposure,Daviena
mcspicyburger1,mcspicyburger1,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
md.mominul.islam6182,md.mominul.islam6182,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mdafbria,mdafbria,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
mdls1_,mdls1_,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mdmahadewi,mdmahadewi,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
mdnptr444_,mdnptr444_,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mdsamse6,mdsamse6,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
me.041501,me.041501,Outside LCN,1,12,0,0,0,0,3,1,,,45;74;206,45,Shared video context,Shared-Video Exposure,Maryame
me.asriinr,me.asriinr,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
me_celii,me_celii,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mealfi_78,mealfi_78,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mebangkitme,mebangkitme,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
mecasabilla,mecasabilla,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
mecca_maheswari,mecca_maheswari,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
mechaeii,mechaeii,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
medicalstoresurabaya,medicalstoresurabaya,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
medin.store_,medin.store_,Outside LCN,1,8,0,0,0,1,3,3,3.9166666666666665,3.9166666666666665,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
medinaazqilaafsheen,medinaazqilaafsheen,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
medinagiawadina,medinagiawadina,Outside LCN,1,18,0,0,0,1,5,3,50.583333333333336,50.583333333333336,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
medylestari56,medylestari56,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
mee.mecank,mee.mecank,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mee122020,mee122020,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mee18366,mee18366,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
mee5041,mee5041,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
mee_14_05,mee_14_05,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
meeaawwww013,meeaawwww013,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
meeeiuww,meeeiuww,Outside LCN,1,22,0,0,0,0,4,1,,,2;17;20;50,2,Shared video context,Shared-Video Exposure,Maryame
meeggga,meeggga,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
meesalsabila20,meesalsabila20,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meeybilakost,meeybilakost,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meeyheart,meeyheart,Outside LCN,1,18,0,0,0,2,5,5,46.11666666666667,47.516666666666666,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
mega.silviya0,mega.silviya0,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
megaaisyach,megaaisyach,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
megaalvitaa,megaalvitaa,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
megahaura7,megahaura7,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
megakhayla1,megakhayla1,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
megami.808,megami.808,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
megamiracle007,megamiracle007,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
megarafka14,megarafka14,Outside LCN,1,18,0,0,0,1,5,3,5.516666666666667,5.516666666666667,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
megaretno06,megaretno06,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
megariyani09,megariyani09,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
megasembiring88,megasembiring88,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
megauarmyhope,megauarmyhope,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
megawatiega159,megawatiega159,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
megayuniarti0,megayuniarti0,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
megayunita405,megayunita405,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meggannss,meggannss,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
meghamarsita0112,meghamarsita0112,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meha.official25,meha.official25,Outside LCN,2,34,0,0,0,0,7,2,,,1;17;45;48;52;113;150,113,Shared video context,Shared-Video Exposure,Maryame
mei_wulandari19,mei_wulandari19,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meiajalah02,meiajalah02,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
meican817,meican817,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meicomel10,meicomel10,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
meidinda27,meidinda27,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
meifank_tan,meifank_tan,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meifi2882,meifi2882,Outside LCN,1,8,0,0,0,1,3,3,36.916666666666664,36.916666666666664,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
meigarostika28,meigarostika28,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meigelsvnsfit,meigelsvnsfit,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
meiiraraa,meiiraraa,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
meiityaaaa,meiityaaaa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meila119,meila119,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meilana.s,meilana.s,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
meilannn0,meilannn0,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
meilany_0508,meilany_0508,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
meilanyas7,meilanyas7,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meilanypn,meilanypn,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meilina650,meilina650,Outside LCN,1,18,0,0,0,1,5,3,35.88333333333333,35.88333333333333,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
meilingling_2111,meilingling_2111,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meilishopbgr,meilishopbgr,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meimeillsa,meimeillsa,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
meinda_a,meinda_a,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
meira5174,meira5174,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
meirisa.r,meirisa.r,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meisafitriana4,meisafitriana4,Outside LCN,1,14,0,0,0,0,4,1,,,1;14;63;150,1,Shared video context,Shared-Video Exposure,Daviena
meisya032,meisya032,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
meisyasyiifa,meisyasyiifa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meisyasz,meisyasz,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
meisyfraaa,meisyfraaa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meitasari0505,meitasari0505,Outside LCN,1,8,0,0,0,0,1,1,,,5,5,Shared video context,Shared-Video Exposure,The Originote
meitigasatu05,meitigasatu05,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meity16yd,meity16yd,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meivia2,meivia2,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meiylasr,meiylasr,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
meizelachalfian,meizelachalfian,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
mejikuhibiniu483,mejikuhibiniu483,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
mekaarsy22,mekaarsy22,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
mekelkalalo,mekelkalalo,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
mekimba09,mekimba09,Outside LCN,1,13,0,0,0,0,2,1,,,5;205,5,Shared video context,Shared-Video Exposure,The Originote
mekkaevano3,mekkaevano3,Outside LCN,2,44,0,0,0,0,9,2,,,2;20;45;48;49;63;113;114;150,2,Shared video context,Shared-Video Exposure,Maryame
mel.v023,mel.v023,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
mela.nazarianti,mela.nazarianti,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melaaa4885,melaaa4885,Outside LCN,3,44,0,0,0,0,8,3,,,5;17;46;48;52;132;191;205,5,Shared video context,Shared-Video Exposure,The Originote
melaaati.02,melaaati.02,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melaamelia43,melaamelia43,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
melaguswita017,melaguswita017,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melaleuca_folium,melaleuca_folium,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
melaleucaleucadendra92,melaleucaleucadendra92,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
melamellll6,melamellll6,Outside LCN,1,21,0,0,0,0,5,1,,,52;60;75;103;168,52,Shared video context,Shared-Video Exposure,Daviena
melan03041,melan03041,Outside LCN,1,11,0,0,0,0,2,1,,,17;132,17,Shared video context,Shared-Video Exposure,Maryame
melaniainun7,melaniainun7,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melaniputri9610,melaniputri9610,Outside LCN,1,12,0,0,0,0,4,1,,,14;20;42;63,14,Shared video context,Shared-Video Exposure,Daviena
melany_oda,melany_oda,Outside LCN,1,14,0,0,0,0,3,1,,,20;87;182,20,Shared video context,Shared-Video Exposure,Daviena
melasti02,melasti02,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melatepotthee,melatepotthee,Outside LCN,1,17,0,0,0,0,3,1,,,2;3;150,2,Shared video context,Shared-Video Exposure,Maryame
melati.merindu,melati.merindu,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
melati_india,melati_india,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
melawindiaa,melawindiaa,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meld758,meld758,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
melda16_,melda16_,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
meldaanita8,meldaanita8,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
meldwiguna,meldwiguna,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
melfienne,melfienne,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
meli53802,meli53802,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
melia_amel19,melia_amel19,Outside LCN,1,18,0,0,0,1,5,3,11.066666666666666,11.066666666666666,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
